 Time =     1.80000 a.u.     0.0435399 fs	 X=  -0.0000545195 Y=   1.9482425898 Z=  -0.0000000000 Tot=   1.9482425906
 Time =     1.85000 a.u.     0.0447494 fs	 X=  -0.0000541630 Y=   1.9482425901 Z=  -0.0000000000 Tot=   1.9482425908
 Time =     1.90000 a.u.     0.0459588 fs	 X=  -0.0000537835 Y=   1.9482425903 Z=  -0.0000000000 Tot=   1.9482425910
 Time =     1.95000 a.u.     0.0471682 fs	 X=  -0.0000533719 Y=   1.9482425904 Z=  -0.0000000000 Tot=   1.9482425911
 Time =     2.00000 a.u.     0.0483777 fs	 X=  -0.0000526841 Y=   1.9482425905 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.05000 a.u.     0.0495871 fs	 X=  -0.0000517637 Y=   1.9482425905 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.10000 a.u.     0.0507966 fs	 X=  -0.0000505721 Y=   1.9482425906 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.15000 a.u.     0.0520060 fs	 X=  -0.0000492841 Y=   1.9482425906 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.20000 a.u.     0.0532155 fs	 X=  -0.0000479497 Y=   1.9482425906 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.25000 a.u.     0.0544249 fs	 X=  -0.0000464968 Y=   1.9482425906 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.30000 a.u.     0.0556343 fs	 X=  -0.0000448663 Y=   1.9482425906 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.35000 a.u.     0.0568438 fs	 X=  -0.0000429811 Y=   1.9482425907 Z=  -0.0000000000 Tot=   1.9482425911
 Time =     2.40000 a.u.     0.0580532 fs	 X=  -0.0000409238 Y=   1.9482425907 Z=  -0.0000000000 Tot=   1.9482425912
 Time =     2.45000 a.u.     0.0592627 fs	 X=  -0.0000387680 Y=   1.9482425909 Z=  -0.0000000000 Tot=   1.9482425913
 Time =     2.50000 a.u.     0.0604721 fs	 X=  -0.0000366144 Y=   1.9482425910 Z=  -0.0000000000 Tot=   1.9482425914
 Time =     2.55000 a.u.     0.0616816 fs	 X=  -0.0000344871 Y=   1.9482425912 Z=  -0.0000000000 Tot=   1.9482425916
 Time =     2.60000 a.u.     0.0628910 fs	 X=  -0.0000323161 Y=   1.9482425915 Z=  -0.0000000000 Tot=   1.9482425918
 Time =     2.65000 a.u.     0.0641004 fs	 X=  -0.0000301234 Y=   1.9482425918 Z=  -0.0000000000 Tot=   1.9482425920
 Time =     2.70000 a.u.     0.0653099 fs	 X=  -0.0000278924 Y=   1.9482425922 Z=  -0.0000000000 Tot=   1.9482425924
 Time =     2.75000 a.u.     0.0665193 fs	 X=  -0.0000257639 Y=   1.9482425926 Z=  -0.0000000000 Tot=   1.9482425928
 Time =     2.80000 a.u.     0.0677288 fs	 X=  -0.0000237430 Y=   1.9482425931 Z=  -0.0000000000 Tot=   1.9482425933
 Time =     2.85000 a.u.     0.0689382 fs	 X=  -0.0000219354 Y=   1.9482425937 Z=  -0.0000000000 Tot=   1.9482425938
 Time =     2.90000 a.u.     0.0701476 fs	 X=  -0.0000202421 Y=   1.9482425942 Z=  -0.0000000000 Tot=   1.9482425943
 Time =     2.95000 a.u.     0.0713571 fs	 X=  -0.0000187414 Y=   1.9482425948 Z=  -0.0000000000 Tot=   1.9482425949
 Time =     3.00000 a.u.     0.0725665 fs	 X=  -0.0000173459 Y=   1.9482425954 Z=   0.0000000000 Tot=   1.9482425955
 Time =     3.05000 a.u.     0.0737760 fs	 X=  -0.0000161902 Y=   1.9482425961 Z=  -0.0000000000 Tot=   1.9482425962
 Time =     3.10000 a.u.     0.0749854 fs	 X=  -0.0000152036 Y=   1.9482425968 Z=  -0.0000000000 Tot=   1.9482425968
 Time =     3.15000 a.u.     0.0761949 fs	 X=  -0.0000145035 Y=   1.9482425974 Z=  -0.0000000000 Tot=   1.9482425975
 Time =     3.20000 a.u.     0.0774043 fs	 X=  -0.0000140008 Y=   1.9482425981 Z=  -0.0000000000 Tot=   1.9482425981
 Time =     3.25000 a.u.     0.0786137 fs	 X=  -0.0000136888 Y=   1.9482425987 Z=  -0.0000000000 Tot=   1.9482425987
 Time =     3.30000 a.u.     0.0798232 fs	 X=  -0.0000135734 Y=   1.9482425993 Z=  -0.0000000000 Tot=   1.9482425993
 Time =     3.35000 a.u.     0.0810326 fs	 X=  -0.0000136311 Y=   1.9482425998 Z=  -0.0000000000 Tot=   1.9482425999
 Time =     3.40000 a.u.     0.0822421 fs	 X=  -0.0000138681 Y=   1.9482426003 Z=   0.0000000000 Tot=   1.9482426004
 Time =     3.45000 a.u.     0.0834515 fs	 X=  -0.0000142629 Y=   1.9482426008 Z=   0.0000000000 Tot=   1.9482426008
 Time =     3.50000 a.u.     0.0846610 fs	 X=  -0.0000148104 Y=   1.9482426012 Z=   0.0000000000 Tot=   1.9482426013
 Time =     3.55000 a.u.     0.0858704 fs	 X=  -0.0000154897 Y=   1.9482426015 Z=   0.0000000000 Tot=   1.9482426016
 Time =     3.60000 a.u.     0.0870798 fs	 X=  -0.0000162839 Y=   1.9482426018 Z=   0.0000000000 Tot=   1.9482426018
 Time =     3.65000 a.u.     0.0882893 fs	 X=  -0.0000171717 Y=   1.9482426020 Z=   0.0000000000 Tot=   1.9482426020
 Time =     3.70000 a.u.     0.0894987 fs	 X=  -0.0000181257 Y=   1.9482426021 Z=   0.0000000000 Tot=   1.9482426022
 Time =     3.75000 a.u.     0.0907082 fs	 X=  -0.0000191421 Y=   1.9482426022 Z=   0.0000000000 Tot=   1.9482426023
 Time =     3.80000 a.u.     0.0919176 fs	 X=  -0.0000202032 Y=   1.9482426022 Z=   0.0000000000 Tot=   1.9482426023
 Time =     3.85000 a.u.     0.0931270 fs	 X=  -0.0000213208 Y=   1.9482426021 Z=   0.0000000000 Tot=   1.9482426022
 Time =     3.90000 a.u.     0.0943365 fs	 X=  -0.0000224633 Y=   1.9482426020 Z=   0.0000000000 Tot=   1.9482426021
 Time =     3.95000 a.u.     0.0955459 fs	 X=  -0.0000236357 Y=   1.9482426018 Z=   0.0000000000 Tot=   1.9482426019
 Time =     4.00000 a.u.     0.0967554 fs	 X=  -0.0000247965 Y=   1.9482426016 Z=   0.0000000000 Tot=   1.9482426017
 Time =     4.05000 a.u.     0.0979648 fs	 X=  -0.0000259751 Y=   1.9482426013 Z=   0.0000000000 Tot=   1.9482426014
 Time =     4.10000 a.u.     0.0991743 fs	 X=  -0.0000271429 Y=   1.9482426010 Z=   0.0000000000 Tot=   1.9482426012
 Time =     4.15000 a.u.     0.1003837 fs	 X=  -0.0000283365 Y=   1.9482426006 Z=   0.0000000000 Tot=   1.9482426008
 Time =     4.20000 a.u.     0.1015931 fs	 X=  -0.0000295034 Y=   1.9482426002 Z=   0.0000000000 Tot=   1.9482426004
 Time =     4.25000 a.u.     0.1028026 fs	 X=  -0.0000306582 Y=   1.9482425998 Z=   0.0000000000 Tot=   1.9482426000
 Time =     4.30000 a.u.     0.1040120 fs	 X=  -0.0000317885 Y=   1.9482425994 Z=   0.0000000000 Tot=   1.9482425996
 Time =     4.35000 a.u.     0.1052215 fs	 X=  -0.0000329047 Y=   1.9482425990 Z=   0.0000000000 Tot=   1.9482425992
 Time =     4.40000 a.u.     0.1064309 fs	 X=  -0.0000340149 Y=   1.9482425985 Z=   0.0000000000 Tot=   1.9482425988
 Time =     4.45000 a.u.     0.1076404 fs	 X=  -0.0000351104 Y=   1.9482425981 Z=   0.0000000000 Tot=   1.9482425984
 Time =     4.50000 a.u.     0.1088498 fs	 X=  -0.0000361540 Y=   1.9482425977 Z=  -0.0000000000 Tot=   1.9482425980
 Time =     4.55000 a.u.     0.1100592 fs	 X=  -0.0000371247 Y=   1.9482425972 Z=   0.0000000000 Tot=   1.9482425976
 Time =     4.60000 a.u.     0.1112687 fs	 X=  -0.0000380150 Y=   1.9482425969 Z=  -0.0000000000 Tot=   1.9482425972
 Time =     4.65000 a.u.     0.1124781 fs	 X=  -0.0000388593 Y=   1.9482425965 Z=  -0.0000000000 Tot=   1.9482425969
 Time =     4.70000 a.u.     0.1136876 fs	 X=  -0.0000396610 Y=   1.9482425962 Z=  -0.0000000000 Tot=   1.9482425966
 Time =     4.75000 a.u.     0.1148970 fs	 X=  -0.0000404070 Y=   1.9482425959 Z=  -0.0000000000 Tot=   1.9482425963
 Time =     4.80000 a.u.     0.1161064 fs	 X=  -0.0000410257 Y=   1.9482425956 Z=  -0.0000000000 Tot=   1.9482425960
 Time =     4.85000 a.u.     0.1173159 fs	 X=  -0.0000414850 Y=   1.9482425954 Z=  -0.0000000000 Tot=   1.9482425958
 Time =     4.90000 a.u.     0.1185253 fs	 X=  -0.0000417740 Y=   1.9482425952 Z=  -0.0000000000 Tot=   1.9482425956
 Time =     4.95000 a.u.     0.1197348 fs	 X=  -0.0000419573 Y=   1.9482425951 Z=  -0.0000000000 Tot=   1.9482425955
 Time =     5.00000 a.u.     0.1209442 fs	 X=  -0.0000420565 Y=   1.9482425950 Z=  -0.0000000000 Tot=   1.9482425954
 Time =     5.05000 a.u.     0.1221537 fs	 X=  -0.0000420669 Y=   1.9482425950 Z=  -0.0000000000 Tot=   1.9482425954
 Time =     5.10000 a.u.     0.1233631 fs	 X=  -0.0000419039 Y=   1.9482425950 Z=  -0.0000000000 Tot=   1.9482425954
 Time =     5.15000 a.u.     0.1245725 fs	 X=  -0.0000415191 Y=   1.9482425950 Z=   0.0000000000 Tot=   1.9482425955
 Time =     5.20000 a.u.     0.1257820 fs	 X=  -0.0000409124 Y=   1.9482425951 Z=  -0.0000000000 Tot=   1.9482425955
 Time =     5.25000 a.u.     0.1269914 fs	 X=  -0.0000401701 Y=   1.9482425953 Z=  -0.0000000000 Tot=   1.9482425957
 Time =     5.30000 a.u.     0.1282009 fs	 X=  -0.0000393667 Y=   1.9482425955 Z=  -0.0000000000 Tot=   1.9482425959
 Time =     5.35000 a.u.     0.1294103 fs	 X=  -0.0000385275 Y=   1.9482425958 Z=  -0.0000000000 Tot=   1.9482425961
 Time =     5.40000 a.u.     0.1306198 fs	 X=  -0.0000375661 Y=   1.9482425960 Z=  -0.0000000000 Tot=   1.9482425964
 Time =     5.45000 a.u.     0.1318292 fs	 X=  -0.0000364300 Y=   1.9482425963 Z=   0.0000000000 Tot=   1.9482425967
 Time =     5.50000 a.u.     0.1330386 fs	 X=  -0.0000350980 Y=   1.9482425967 Z=   0.0000000000 Tot=   1.9482425970
 Time =     5.55000 a.u.     0.1342481 fs	 X=  -0.0000336938 Y=   1.9482425970 Z=   0.0000000000 Tot=   1.9482425973
 Time =     5.60000 a.u.     0.1354575 fs	 X=  -0.0000323182 Y=   1.9482425974 Z=   0.0000000000 Tot=   1.9482425977
 Time =     5.65000 a.u.     0.1366670 fs	 X=  -0.0000310472 Y=   1.9482425978 Z=   0.0000000000 Tot=   1.9482425980
 Time =     5.70000 a.u.     0.1378764 fs	 X=  -0.0000297957 Y=   1.9482425982 Z=   0.0000000000 Tot=   1.9482425984
 Time =     5.75000 a.u.     0.1390858 fs	 X=  -0.0000284901 Y=   1.9482425985 Z=   0.0000000000 Tot=   1.9482425987
 Time =     5.80000 a.u.     0.1402953 fs	 X=  -0.0000270669 Y=   1.9482425989 Z=   0.0000000000 Tot=   1.9482425991
 Time =     5.85000 a.u.     0.1415047 fs	 X=  -0.0000256366 Y=   1.9482425992 Z=   0.0000000000 Tot=   1.9482425994
 Time =     5.90000 a.u.     0.1427142 fs	 X=  -0.0000243183 Y=   1.9482425996 Z=   0.0000000000 Tot=   1.9482425997
 Time =     5.95000 a.u.     0.1439236 fs	 X=  -0.0000232189 Y=   1.9482425999 Z=   0.0000000000 Tot=   1.9482426000
 Time =     6.00000 a.u.     0.1451331 fs	 X=  -0.0000222635 Y=   1.9482426001 Z=   0.0000000000 Tot=   1.9482426003
 Time =     6.05000 a.u.     0.1463425 fs	 X=  -0.0000213364 Y=   1.9482426003 Z=   0.0000000000 Tot=   1.9482426005
 Time =     6.10000 a.u.     0.1475519 fs	 X=  -0.0000203128 Y=   1.9482426005 Z=   0.0000000000 Tot=   1.9482426006
 Time =     6.15000 a.u.     0.1487614 fs	 X=  -0.0000192471 Y=   1.9482426007 Z=   0.0000000000 Tot=   1.9482426008
 Time =     6.20000 a.u.     0.1499708 fs	 X=  -0.0000182581 Y=   1.9482426008 Z=   0.0000000000 Tot=   1.9482426009
 Time =     6.25000 a.u.     0.1511803 fs	 X=  -0.0000174751 Y=   1.9482426010 Z=   0.0000000000 Tot=   1.9482426010
 Time =     6.30000 a.u.     0.1523897 fs	 X=  -0.0000168493 Y=   1.9482426011 Z=   0.0000000000 Tot=   1.9482426011
 Time =     6.35000 a.u.     0.1535992 fs	 X=  -0.0000162303 Y=   1.9482426011 Z=   0.0000000000 Tot=   1.9482426012
 Time =     6.40000 a.u.     0.1548086 fs	 X=  -0.0000154463 Y=   1.9482426011 Z=   0.0000000000 Tot=   1.9482426012
 Time =     6.45000 a.u.     0.1560180 fs	 X=  -0.0000144757 Y=   1.9482426011 Z=   0.0000000000 Tot=   1.9482426012
 Time =     6.50000 a.u.     0.1572275 fs	 X=  -0.0000134327 Y=   1.9482426011 Z=   0.0000000000 Tot=   1.9482426012
 Time =     6.55000 a.u.     0.1584369 fs	 X=  -0.0000124856 Y=   1.9482426012 Z=   0.0000000000 Tot=   1.9482426012
 Time =     6.60000 a.u.     0.1596464 fs	 X=  -0.0000116332 Y=   1.9482426012 Z=   0.0000000000 Tot=   1.9482426012
 Time =     6.65000 a.u.     0.1608558 fs	 X=  -0.0000107533 Y=   1.9482426012 Z=  -0.0000000000 Tot=   1.9482426013
 Time =     6.70000 a.u.     0.1620652 fs	 X=  -0.0000096168 Y=   1.9482426013 Z=   0.0000000000 Tot=   1.9482426013
 Time =     6.75000 a.u.     0.1632747 fs	 X=  -0.0000081880 Y=   1.9482426013 Z=  -0.0000000000 Tot=   1.9482426013
 Time =     6.80000 a.u.     0.1644841 fs	 X=  -0.0000065478 Y=   1.9482426014 Z=  -0.0000000000 Tot=   1.9482426014
 Time =     6.85000 a.u.     0.1656936 fs	 X=  -0.0000049394 Y=   1.9482426015 Z=  -0.0000000000 Tot=   1.9482426015
 Time =     6.90000 a.u.     0.1669030 fs	 X=  -0.0000034197 Y=   1.9482426017 Z=  -0.0000000000 Tot=   1.9482426017
 Time =     6.95000 a.u.     0.1681125 fs	 X=  -0.0000019379 Y=   1.9482426018 Z=  -0.0000000000 Tot=   1.9482426018
 Time =     7.00000 a.u.     0.1693219 fs	 X=  -0.0000002550 Y=   1.9482426020 Z=  -0.0000000000 Tot=   1.9482426020
 Time =     7.05000 a.u.     0.1705313 fs	 X=   0.0000016852 Y=   1.9482426021 Z=  -0.0000000000 Tot=   1.9482426021
 Time =     7.10000 a.u.     0.1717408 fs	 X=   0.0000038211 Y=   1.9482426023 Z=  -0.0000000000 Tot=   1.9482426023
 Time =     7.15000 a.u.     0.1729502 fs	 X=   0.0000058721 Y=   1.9482426026 Z=  -0.0000000000 Tot=   1.9482426026
 Time =     7.20000 a.u.     0.1741597 fs	 X=   0.0000077090 Y=   1.9482426028 Z=  -0.0000000000 Tot=   1.9482426028
 Time =     7.25000 a.u.     0.1753691 fs	 X=   0.0000093227 Y=   1.9482426030 Z=  -0.0000000000 Tot=   1.9482426030
 Time =     7.30000 a.u.     0.1765786 fs	 X=   0.0000109323 Y=   1.9482426032 Z=  -0.0000000000 Tot=   1.9482426032
 Time =     7.35000 a.u.     0.1777880 fs	 X=   0.0000126361 Y=   1.9482426033 Z=  -0.0000000000 Tot=   1.9482426033
 Time =     7.40000 a.u.     0.1789974 fs	 X=   0.0000143999 Y=   1.9482426034 Z=  -0.0000000000 Tot=   1.9482426034
 Time =     7.45000 a.u.     0.1802069 fs	 X=   0.0000159884 Y=   1.9482426035 Z=  -0.0000000000 Tot=   1.9482426035
 Time =     7.50000 a.u.     0.1814163 fs	 X=   0.0000171971 Y=   1.9482426035 Z=  -0.0000000000 Tot=   1.9482426036
 Time =     7.55000 a.u.     0.1826258 fs	 X=   0.0000180287 Y=   1.9482426034 Z=  -0.0000000000 Tot=   1.9482426035
 Time =     7.60000 a.u.     0.1838352 fs	 X=   0.0000186463 Y=   1.9482426033 Z=  -0.0000000000 Tot=   1.9482426034
 Time =     7.65000 a.u.     0.1850447 fs	 X=   0.0000192292 Y=   1.9482426031 Z=  -0.0000000000 Tot=   1.9482426032
 Time =     7.70000 a.u.     0.1862541 fs	 X=   0.0000198009 Y=   1.9482426028 Z=  -0.0000000000 Tot=   1.9482426029
 Time =     7.75000 a.u.     0.1874635 fs	 X=   0.0000201827 Y=   1.9482426024 Z=  -0.0000000000 Tot=   1.9482426025
 Time =     7.80000 a.u.     0.1886730 fs	 X=   0.0000202069 Y=   1.9482426020 Z=  -0.0000000000 Tot=   1.9482426021
 Time =     7.85000 a.u.     0.1898824 fs	 X=   0.0000198196 Y=   1.9482426015 Z=  -0.0000000000 Tot=   1.9482426016
 Time =     7.90000 a.u.     0.1910919 fs	 X=   0.0000192217 Y=   1.9482426009 Z=  -0.0000000000 Tot=   1.9482426010
 Time =     7.95000 a.u.     0.1923013 fs	 X=   0.0000185824 Y=   1.9482426002 Z=  -0.0000000000 Tot=   1.9482426003
 Time =     8.00000 a.u.     0.1935107 fs	 X=   0.0000180430 Y=   1.9482425994 Z=  -0.0000000000 Tot=   1.9482425995
 Time =     8.05000 a.u.     0.1947202 fs	 X=   0.0000174573 Y=   1.9482425986 Z=  -0.0000000000 Tot=   1.9482425987
 Time =     8.10000 a.u.     0.1959296 fs	 X=   0.0000167257 Y=   1.9482425978 Z=  -0.0000000000 Tot=   1.9482425979
 Time =     8.15000 a.u.     0.1971391 fs	 X=   0.0000157424 Y=   1.9482425970 Z=  -0.0000000000 Tot=   1.9482425971
 Time =     8.20000 a.u.     0.1983485 fs	 X=   0.0000147014 Y=   1.9482425961 Z=  -0.0000000000 Tot=   1.9482425962
 Time =     8.25000 a.u.     0.1995580 fs	 X=   0.0000137416 Y=   1.9482425952 Z=  -0.0000000000 Tot=   1.9482425953
 Time =     8.30000 a.u.     0.2007674 fs	 X=   0.0000130602 Y=   1.9482425944 Z=  -0.0000000000 Tot=   1.9482425944
 Time =     8.35000 a.u.     0.2019768 fs	 X=   0.0000125438 Y=   1.9482425935 Z=  -0.0000000000 Tot=   1.9482425935
 Time =     8.40000 a.u.     0.2031863 fs	 X=   0.0000121226 Y=   1.9482425927 Z=  -0.0000000000 Tot=   1.9482425927
 Time =     8.45000 a.u.     0.2043957 fs	 X=   0.0000116647 Y=   1.9482425919 Z=   0.0000000000 Tot=   1.9482425920
 Time =     8.50000 a.u.     0.2056052 fs	 X=   0.0000112481 Y=   1.9482425913 Z=   0.0000000000 Tot=   1.9482425913
 Time =     8.55000 a.u.     0.2068146 fs	 X=   0.0000110280 Y=   1.9482425906 Z=   0.0000000000 Tot=   1.9482425906
 Time =     8.60000 a.u.     0.2080241 fs	 X=   0.0000111231 Y=   1.9482425900 Z=   0.0000000000 Tot=   1.9482425901
 Time =     8.65000 a.u.     0.2092335 fs	 X=   0.0000115001 Y=   1.9482425895 Z=   0.0000000000 Tot=   1.9482425896
 Time =     8.70000 a.u.     0.2104429 fs	 X=   0.0000120452 Y=   1.9482425891 Z=   0.0000000000 Tot=   1.9482425892
 Time =     8.75000 a.u.     0.2116524 fs	 X=   0.0000126100 Y=   1.9482425888 Z=   0.0000000000 Tot=   1.9482425889
 Time =     8.80000 a.u.     0.2128618 fs	 X=   0.0000132227 Y=   1.9482425886 Z=   0.0000000000 Tot=   1.9482425886
 Time =     8.85000 a.u.     0.2140713 fs	 X=   0.0000139306 Y=   1.9482425884 Z=   0.0000000000 Tot=   1.9482425885
 Time =     8.90000 a.u.     0.2152807 fs	 X=   0.0000148662 Y=   1.9482425883 Z=   0.0000000000 Tot=   1.9482425884
 Time =     8.95000 a.u.     0.2164901 fs	 X=   0.0000159681 Y=   1.9482425883 Z=   0.0000000000 Tot=   1.9482425884
 Time =     9.00000 a.u.     0.2176996 fs	 X=   0.0000171725 Y=   1.9482425884 Z=   0.0000000000 Tot=   1.9482425884
 Time =     9.05000 a.u.     0.2189090 fs	 X=   0.0000182908 Y=   1.9482425885 Z=   0.0000000000 Tot=   1.9482425885
 Time =     9.10000 a.u.     0.2201185 fs	 X=   0.0000193398 Y=   1.9482425886 Z=   0.0000000000 Tot=   1.9482425887
 Time =     9.15000 a.u.     0.2213279 fs	 X=   0.0000203032 Y=   1.9482425888 Z=   0.0000000000 Tot=   1.9482425889
 Time =     9.20000 a.u.     0.2225374 fs	 X=   0.0000213220 Y=   1.9482425890 Z=   0.0000000000 Tot=   1.9482425891
 Time =     9.25000 a.u.     0.2237468 fs	 X=   0.0000223420 Y=   1.9482425892 Z=   0.0000000000 Tot=   1.9482425893
 Time =     9.30000 a.u.     0.2249562 fs	 X=   0.0000233499 Y=   1.9482425894 Z=   0.0000000000 Tot=   1.9482425896
 Time =     9.35000 a.u.     0.2261657 fs	 X=   0.0000241775 Y=   1.9482425896 Z=   0.0000000000 Tot=   1.9482425898
 Time =     9.40000 a.u.     0.2273751 fs	 X=   0.0000248502 Y=   1.9482425899 Z=   0.0000000000 Tot=   1.9482425900
 Time =     9.45000 a.u.     0.2285846 fs	 X=   0.0000253472 Y=   1.9482425901 Z=   0.0000000000 Tot=   1.9482425902
 Time =     9.50000 a.u.     0.2297940 fs	 X=   0.0000257985 Y=   1.9482425903 Z=   0.0000000000 Tot=   1.9482425904
 Time =     9.55000 a.u.     0.2310035 fs	 X=   0.0000262347 Y=   1.9482425904 Z=   0.0000000000 Tot=   1.9482425906
 Time =     9.60000 a.u.     0.2322129 fs	 X=   0.0000266125 Y=   1.9482425906 Z=   0.0000000000 Tot=   1.9482425907
 Time =     9.65000 a.u.     0.2334223 fs	 X=   0.0000268823 Y=   1.9482425907 Z=   0.0000000000 Tot=   1.9482425909
 Time =     9.70000 a.u.     0.2346318 fs	 X=   0.0000270138 Y=   1.9482425908 Z=   0.0000000000 Tot=   1.9482425910
 Time =     9.75000 a.u.     0.2358412 fs	 X=   0.0000270732 Y=   1.9482425909 Z=   0.0000000000 Tot=   1.9482425911
 Time =     9.80000 a.u.     0.2370507 fs	 X=   0.0000271375 Y=   1.9482425910 Z=   0.0000000000 Tot=   1.9482425912
 Time =     9.85000 a.u.     0.2382601 fs	 X=   0.0000272688 Y=   1.9482425911 Z=   0.0000000000 Tot=   1.9482425913
